date,category,description,amount
2026-04-01,Логистика,Международная доставка,2684.33
2026-05-29,Офис,Вода и кофе,13287.96
2026-05-04,Офис,Уборка офиса,7055.97
2026-05-15,Логистика,Доставка Boxberry,33443.47
2026-05-27,Аренда,Коммунальные услуги склад,194324.85
2026-02-20,Зарплаты,Оклад — курьер,126098.51
2026-02-12,Закупка товара,Таможенные сборы,298895.55
2026-06-14,IT,Разработка сайта,57306.5
2026-02-08,Аренда,Аренда шоурума,119812.69
2026-01-14,Зарплаты,Больничный,130229.15
2026-06-03,Аренда,Аренда офиса,233968.29
2026-02-18,IT,Хостинг сайта,55986.56
2026-03-14,Маркетинг,Таргет ВКонтакте,143557.04
2026-05-26,Маркетинг,Яндекс.Директ,111227.81
2026-05-13,Аренда,Аренда офиса,135008.92
2026-05-08,Закупка товара,Сертификация товара,15952.28
2026-04-19,Зарплаты,Оклад — кладовщик,96914.37
2026-04-05,Офис,Уборка офиса,2882.2
2026-03-24,Маркетинг,Яндекс.Директ,147954.85
2026-06-14,Зарплаты,Оклад — кладовщик,178653.92
2026-05-11,Логистика,Транспортировка со склада,36515.11
2026-01-26,IT,Телефония,57673.5
2026-04-30,Закупка товара,Закупка — сезонная коллекция,168947.39
2026-05-23,IT,Хостинг сайта,61837.5
2026-02-14,Аренда,Аренда шоурума,155304.12
2026-01-05,Логистика,Возврат товара — доставка,43907.48
2026-06-04,Маркетинг,Email-рассылка,145639.5
2026-06-22,Закупка товара,Таможенные сборы,337803.35
2026-04-23,Логистика,Экспресс-доставка,26194.01
2026-05-06,Аренда,Аренда шоурума,113200.72
2026-05-20,Маркетинг,SEO-продвижение,68023.11
2026-02-19,Аренда,Парковка,18320.43
2026-04-14,Логистика,Экспресс-доставка,30715.55
2026-05-19,IT,1С — обслуживание,70103.93
2026-05-14,Закупка товара,Закупка — допартия,229315.41
2026-01-31,Маркетинг,Промо-акция,129764.21
2026-04-26,Аренда,Парковка,112342.9
2026-06-25,Аренда,Коммунальные услуги офис,39941.85
2026-03-17,Логистика,Курьерская служба,38994.23
2026-03-13,IT,1С — обслуживание,35012.47
2026-05-08,Офис,Новогодний корпоратив,5709.35
2026-02-12,Закупка товара,Сертификация товара,54636.17
2026-01-24,Маркетинг,Промо-акция,65424.31
2026-02-02,IT,Облачное хранилище,24731.07
2026-06-12,IT,Домен — продление,38172.39
2026-04-24,IT,Облачное хранилище,19069.87
2026-05-21,Зарплаты,Подработка — сезон,94804.93
2026-04-05,Зарплаты,Премия квартальная,161700.31
2026-06-29,Офис,Уборка офиса,8380.73
2026-02-06,Зарплаты,Оклад — маркетолог,77729.85
2026-01-31,Аренда,Аренда склада,183318.96
2026-04-04,Офис,Новогодний корпоратив,4861.3
2026-03-15,Аренда,Коммунальные услуги склад,178013.31
2026-06-21,Аренда,Коммунальные услуги офис,25767.63
2026-05-06,Закупка товара,Сертификация товара,169488.53
2026-06-10,Логистика,Доставка Почта России,1860.22
2026-01-10,IT,CRM — подписка,40130.96
2026-04-14,Зарплаты,Оклад — бухгалтер,122180.74
2026-06-03,Зарплаты,Больничный,32761.39
2026-06-28,Офис,Обеды для команды,16053.59
2026-06-02,Закупка товара,Закупка — допартия,198702.71
2026-04-11,Аренда,Коммунальные услуги офис,209920.93
2026-02-15,Логистика,Доставка Почта России,4037.56
2026-03-25,Зарплаты,Оклад — дизайнер,161396.07
2026-06-20,IT,Телефония,78263.7
2026-03-29,IT,Телефония,70830.6
2026-01-03,IT,CRM — подписка,15204.71
2026-04-24,Закупка товара,Закупка — новый поставщик,98580.59
2026-04-26,IT,Домен — продление,23035.33
2026-02-17,Аренда,Коммунальные услуги офис,38679.0
2026-02-27,Логистика,Курьерская служба,37892.04
2026-03-12,IT,1С — обслуживание,24075.1
2026-06-25,Офис,Уборка офиса,18622.93
2026-02-23,Аренда,Коммунальные услуги офис,141479.23
2026-02-08,Аренда,Парковка,248722.79
2026-06-12,Офис,Подарки сотрудникам,2204.84
2026-05-21,Маркетинг,Яндекс.Директ,42924.2
2026-04-10,Офис,Новогодний корпоратив,5007.42
2026-02-02,Маркетинг,Таргет ВКонтакте,49811.9
2026-05-10,Логистика,Доставка Почта России,10463.8
2026-01-07,Логистика,Курьерская служба,13312.57
2026-05-13,Аренда,Парковка,57397.94
2026-03-16,Логистика,Международная доставка,34412.03
2026-05-29,Офис,Новогодний корпоратив,2847.92
2026-01-20,Аренда,Коммунальные услуги склад,78909.63
2026-05-15,IT,Хостинг сайта,60654.62
2026-02-19,IT,Техподдержка,78826.6
2026-02-20,Закупка товара,Закупка — новый поставщик,300426.51
2026-04-10,Зарплаты,Оклад — бухгалтер,170605.72
2026-03-10,Логистика,Транспортировка со склада,19053.38
2026-02-26,Логистика,Доставка СДЭК,11081.95
2026-06-17,Зарплаты,Оклад — кладовщик,57810.12
2026-05-16,IT,Домен — продление,42515.03
2026-04-06,IT,1С — обслуживание,74376.82
2026-02-05,IT,Антивирус — лицензия,54165.23
2026-05-12,Зарплаты,Оклад — бухгалтер,142903.07
2026-06-21,Маркетинг,Контент для соцсетей,86337.75
2026-02-09,Зарплаты,Оклад — кладовщик,137240.83
2026-06-19,Маркетинг,Промо-акция,50107.33
2026-05-09,IT,1С — обслуживание,17844.1
2026-06-25,Зарплаты,Оклад — дизайнер,173901.54
2026-04-07,IT,Домен — продление,41816.37
2026-05-17,IT,Домен — продление,32470.41
2026-06-05,Аренда,Аренда офиса,20803.23
2026-05-15,Зарплаты,Подработка — сезон,122581.74
2026-05-08,Зарплаты,Подработка — сезон,45868.58
2026-04-15,Закупка товара,Закупка — поставщик РФ,211851.02
2026-05-10,Закупка товара,Сертификация товара,106739.72
2026-02-26,Аренда,Аренда склада,109383.03
2026-06-06,Аренда,Коммунальные услуги склад,56829.63
2026-01-26,Маркетинг,Реклама Telegram,134761.75
2026-01-25,Офис,Ремонт офиса,23646.82
2026-02-26,Логистика,Доставка Boxberry,12988.58
2026-05-10,Офис,Ремонт офиса,17850.0
2026-02-05,Логистика,Международная доставка,21298.22
2026-03-29,Аренда,Аренда шоурума,34072.3
2026-01-09,Офис,Вода и кофе,14967.07
2026-05-13,Офис,Ремонт офиса,5114.82
2026-02-01,IT,Техподдержка,37758.48
2026-06-07,Офис,Новогодний корпоратив,17928.45
2026-02-16,Закупка товара,Закупка — сезонная коллекция,103446.34
2026-05-22,IT,Телефония,73066.06
2026-05-29,Офис,Вода и кофе,18083.82
2026-06-29,Офис,Подарки сотрудникам,16035.63
2026-03-08,IT,Хостинг сайта,39075.64
2026-05-20,Логистика,Доставка по Москве,7844.18
2026-03-06,IT,Разработка сайта,73859.59
2026-04-12,Логистика,Доставка СДЭК,42731.66
2026-06-15,Зарплаты,Оклад — маркетолог,95528.74
2026-06-19,Закупка товара,Закупка — поставщик Китай,308085.6
2026-02-02,Закупка товара,Сертификация товара,56092.36
